line_id,direction,basis,anchor1_bar,anchor1_time,anchor1_price,anchor2_bar,anchor2_time,anchor2_price,created_bar,created_at,slope_per_minute,tolerance_price,touch_count,touch_bars,touch_confirmed_bars,status,broken_bar,broken_at,end_bar,end_time,displayed
up-78-111,up,close,78,2023-05-19T10:33:00,486.2,111,2023-05-19T11:06:00,498.4,113,2023-05-19T11:08:00,0.36969696969696936,2.431,3,"[78, 107, 111]","[80, 109, 113]",broken,119,2023-05-19T11:14:00,119,2023-05-19T11:14:00,False
up-107-111,up,close,107,2023-05-19T11:02:00,495.3,111,2023-05-19T11:06:00,498.4,113,2023-05-19T11:08:00,0.7749999999999915,2.4765,2,"[107, 111]","[109, 113]",broken,118,2023-05-19T11:13:00,118,2023-05-19T11:13:00,False
up-13-125,up,close,13,2023-05-19T09:28:00,336.2,125,2023-05-19T11:20:00,435.55,127,2023-05-19T11:22:00,0.8870535714285717,1.681,2,"[13, 125]","[15, 127]",broken,161,2023-05-19T11:56:00,161,2023-05-19T11:56:00,False
up-18-125,up,close,18,2023-05-19T09:33:00,351.65,125,2023-05-19T11:20:00,435.55,127,2023-05-19T11:22:00,0.7841121495327106,1.7582499999999999,2,"[18, 125]","[20, 127]",broken,161,2023-05-19T11:56:00,161,2023-05-19T11:56:00,False
up-32-125,up,close,32,2023-05-19T09:47:00,401.3,125,2023-05-19T11:20:00,435.55,127,2023-05-19T11:22:00,0.3682795698924731,2.0065,2,"[32, 125]","[34, 127]",broken,165,2023-05-19T12:00:00,165,2023-05-19T12:00:00,False
up-125-129,up,close,125,2023-05-19T11:20:00,435.55,129,2023-05-19T11:24:00,448.2,131,2023-05-19T11:26:00,3.1624999999999943,2.17775,2,"[125, 129]","[127, 131]",broken,146,2023-05-19T11:41:00,146,2023-05-19T11:41:00,False
up-125-147,up,close,125,2023-05-19T11:20:00,435.55,147,2023-05-19T11:42:00,488.15,149,2023-05-19T11:44:00,2.3909090909090893,2.17775,2,"[125, 147]","[127, 149]",broken,150,2023-05-19T11:45:00,150,2023-05-19T11:45:00,False
up-129-147,up,close,129,2023-05-19T11:24:00,448.2,147,2023-05-19T11:42:00,488.15,149,2023-05-19T11:44:00,2.2194444444444437,2.241,2,"[129, 147]","[131, 149]",broken,150,2023-05-19T11:45:00,150,2023-05-19T11:45:00,False
up-125-153,up,close,125,2023-05-19T11:20:00,435.55,153,2023-05-19T11:48:00,462.8,155,2023-05-19T11:50:00,0.9732142857142857,2.17775,2,"[125, 153]","[127, 155]",broken,159,2023-05-19T11:54:00,159,2023-05-19T11:54:00,False
up-129-153,up,close,129,2023-05-19T11:24:00,448.2,153,2023-05-19T11:48:00,462.8,155,2023-05-19T11:50:00,0.6083333333333343,2.241,2,"[129, 153]","[131, 155]",broken,161,2023-05-19T11:56:00,161,2023-05-19T11:56:00,False
up-153-156,up,close,153,2023-05-19T11:48:00,462.8,156,2023-05-19T11:51:00,470.0,158,2023-05-19T11:53:00,2.3999999999999964,2.314,2,"[153, 156]","[155, 158]",broken,159,2023-05-19T11:54:00,159,2023-05-19T11:54:00,False
up-13-161,up,close,13,2023-05-19T09:28:00,336.2,161,2023-05-19T11:56:00,455.7,163,2023-05-19T11:58:00,0.8074324324324325,1.681,2,"[13, 161]","[15, 163]",broken,164,2023-05-19T11:59:00,164,2023-05-19T11:59:00,False
up-18-161,up,close,18,2023-05-19T09:33:00,351.65,161,2023-05-19T11:56:00,455.7,163,2023-05-19T11:58:00,0.7276223776223777,1.7582499999999999,2,"[18, 161]","[20, 163]",broken,164,2023-05-19T11:59:00,164,2023-05-19T11:59:00,False
up-125-161,up,close,125,2023-05-19T11:20:00,435.55,161,2023-05-19T11:56:00,455.7,163,2023-05-19T11:58:00,0.5597222222222216,2.17775,2,"[125, 161]","[127, 163]",broken,164,2023-05-19T11:59:00,164,2023-05-19T11:59:00,False
up-129-161,up,close,129,2023-05-19T11:24:00,448.2,161,2023-05-19T11:56:00,455.7,163,2023-05-19T11:58:00,0.234375,2.241,2,"[129, 161]","[131, 163]",broken,164,2023-05-19T11:59:00,164,2023-05-19T11:59:00,False
up-13-166,up,close,13,2023-05-19T09:28:00,336.2,166,2023-05-19T12:01:00,435.55,168,2023-05-19T12:03:00,0.6493464052287583,1.681,2,"[13, 166]","[15, 168]",broken,229,2023-05-19T13:04:00,229,2023-05-19T13:04:00,False
up-18-166,up,close,18,2023-05-19T09:33:00,351.65,166,2023-05-19T12:01:00,435.55,168,2023-05-19T12:03:00,0.5668918918918922,1.7582499999999999,2,"[18, 166]","[20, 168]",broken,229,2023-05-19T13:04:00,229,2023-05-19T13:04:00,False
up-32-166,up,close,32,2023-05-19T09:47:00,401.3,166,2023-05-19T12:01:00,435.55,168,2023-05-19T12:03:00,0.2555970149253731,2.0065,3,"[32, 166, 229]","[34, 168, 231]",broken,232,2023-05-19T13:07:00,232,2023-05-19T13:07:00,True
up-166-170,up,close,166,2023-05-19T12:01:00,435.55,170,2023-05-19T12:05:00,441.2,172,2023-05-19T12:07:00,1.4124999999999943,2.17775,2,"[166, 170]","[168, 172]",broken,186,2023-05-19T12:21:00,186,2023-05-19T12:21:00,False
up-166-186,up,close,166,2023-05-19T12:01:00,435.55,186,2023-05-19T12:21:00,451.5,188,2023-05-19T12:23:00,0.7974999999999994,2.17775,3,"[166, 186, 214]","[168, 188, 216]",broken,219,2023-05-19T12:54:00,219,2023-05-19T12:54:00,False
up-170-186,up,close,170,2023-05-19T12:05:00,441.2,186,2023-05-19T12:21:00,451.5,188,2023-05-19T12:23:00,0.6437500000000007,2.206,3,"[170, 186, 219]","[172, 188, 221]",broken,229,2023-05-19T13:04:00,229,2023-05-19T13:04:00,False
up-186-191,up,close,186,2023-05-19T12:21:00,451.5,191,2023-05-19T12:26:00,464.9,193,2023-05-19T12:28:00,2.6799999999999953,2.2575,3,"[186, 191, 195]","[188, 193, 197]",broken,207,2023-05-19T12:42:00,207,2023-05-19T12:42:00,False
up-186-195,up,close,186,2023-05-19T12:21:00,451.5,195,2023-05-19T12:30:00,474.75,197,2023-05-19T12:32:00,2.5833333333333335,2.2575,3,"[186, 191, 195]","[188, 193, 197]",broken,208,2023-05-19T12:43:00,208,2023-05-19T12:43:00,False
up-191-195,up,close,191,2023-05-19T12:26:00,464.9,195,2023-05-19T12:30:00,474.75,197,2023-05-19T12:32:00,2.4625000000000057,2.3245,2,"[191, 195]","[193, 197]",broken,208,2023-05-19T12:43:00,208,2023-05-19T12:43:00,False
up-195-202,up,close,195,2023-05-19T12:30:00,474.75,202,2023-05-19T12:37:00,502.9,204,2023-05-19T12:39:00,4.021428571428568,2.37375,2,"[195, 202]","[197, 204]",broken,207,2023-05-19T12:42:00,207,2023-05-19T12:42:00,False
up-191-207,up,close,191,2023-05-19T12:26:00,464.9,207,2023-05-19T12:42:00,504.0,209,2023-05-19T12:44:00,2.4437500000000014,2.3245,3,"[191, 195, 207]","[193, 197, 209]",broken,210,2023-05-19T12:45:00,210,2023-05-19T12:45:00,False
up-195-207,up,close,195,2023-05-19T12:30:00,474.75,207,2023-05-19T12:42:00,504.0,209,2023-05-19T12:44:00,2.4375,2.37375,2,"[195, 207]","[197, 209]",broken,210,2023-05-19T12:45:00,210,2023-05-19T12:45:00,False
up-202-207,up,close,202,2023-05-19T12:37:00,502.9,207,2023-05-19T12:42:00,504.0,209,2023-05-19T12:44:00,0.22000000000000455,2.5145,2,"[202, 207]","[204, 209]",broken,210,2023-05-19T12:45:00,210,2023-05-19T12:45:00,False
up-166-214,up,close,166,2023-05-19T12:01:00,435.55,214,2023-05-19T12:49:00,474.45,216,2023-05-19T12:51:00,0.8104166666666662,2.17775,3,"[166, 186, 214]","[168, 188, 216]",broken,219,2023-05-19T12:54:00,219,2023-05-19T12:54:00,False
up-170-214,up,close,170,2023-05-19T12:05:00,441.2,214,2023-05-19T12:49:00,474.45,216,2023-05-19T12:51:00,0.7556818181818182,2.206,3,"[170, 186, 214]","[172, 188, 216]",broken,219,2023-05-19T12:54:00,219,2023-05-19T12:54:00,False
up-186-214,up,close,186,2023-05-19T12:21:00,451.5,214,2023-05-19T12:49:00,474.45,216,2023-05-19T12:51:00,0.8196428571428568,2.2575,2,"[186, 214]","[188, 216]",broken,219,2023-05-19T12:54:00,219,2023-05-19T12:54:00,False
up-191-214,up,close,191,2023-05-19T12:26:00,464.9,214,2023-05-19T12:49:00,474.45,216,2023-05-19T12:51:00,0.4152173913043483,2.3245,3,"[191, 214, 219]","[193, 216, 221]",broken,229,2023-05-19T13:04:00,229,2023-05-19T13:04:00,False
up-166-219,up,close,166,2023-05-19T12:01:00,435.55,219,2023-05-19T12:54:00,474.35,221,2023-05-19T12:56:00,0.7320754716981134,2.17775,3,"[166, 186, 219]","[168, 188, 221]",broken,228,2023-05-19T13:03:00,228,2023-05-19T13:03:00,False
up-170-219,up,close,170,2023-05-19T12:05:00,441.2,219,2023-05-19T12:54:00,474.35,221,2023-05-19T12:56:00,0.6765306122448986,2.206,3,"[170, 186, 219]","[172, 188, 221]",broken,229,2023-05-19T13:04:00,229,2023-05-19T13:04:00,False
up-186-219,up,close,186,2023-05-19T12:21:00,451.5,219,2023-05-19T12:54:00,474.35,221,2023-05-19T12:56:00,0.6924242424242432,2.2575,2,"[186, 219]","[188, 221]",broken,229,2023-05-19T13:04:00,229,2023-05-19T13:04:00,False
up-191-219,up,close,191,2023-05-19T12:26:00,464.9,219,2023-05-19T12:54:00,474.35,221,2023-05-19T12:56:00,0.33750000000000163,2.3245,3,"[191, 214, 219]","[193, 216, 221]",broken,229,2023-05-19T13:04:00,229,2023-05-19T13:04:00,False
up-166-229,up,close,166,2023-05-19T12:01:00,435.55,229,2023-05-19T13:04:00,453.6,231,2023-05-19T13:06:00,0.2865079365079367,2.17775,2,"[166, 229]","[168, 231]",broken,232,2023-05-19T13:07:00,232,2023-05-19T13:07:00,False
up-170-229,up,close,170,2023-05-19T12:05:00,441.2,229,2023-05-19T13:04:00,453.6,231,2023-05-19T13:06:00,0.2101694915254243,2.206,2,"[170, 229]","[172, 231]",broken,232,2023-05-19T13:07:00,232,2023-05-19T13:07:00,False
up-186-229,up,close,186,2023-05-19T12:21:00,451.5,229,2023-05-19T13:04:00,453.6,231,2023-05-19T13:06:00,0.04883720930232611,2.2575,2,"[186, 229]","[188, 231]",broken,232,2023-05-19T13:07:00,232,2023-05-19T13:07:00,False
up-166-232,up,close,166,2023-05-19T12:01:00,435.55,232,2023-05-19T13:07:00,447.6,234,2023-05-19T13:09:00,0.18257575757575775,2.17775,2,"[166, 232]","[168, 234]",broken,241,2023-05-19T13:16:00,241,2023-05-19T13:16:00,False
up-170-232,up,close,170,2023-05-19T12:05:00,441.2,232,2023-05-19T13:07:00,447.6,234,2023-05-19T13:09:00,0.10322580645161346,2.206,2,"[170, 232]","[172, 234]",broken,241,2023-05-19T13:16:00,241,2023-05-19T13:16:00,False
up-166-241,up,close,166,2023-05-19T12:01:00,435.55,241,2023-05-19T13:16:00,444.15,243,2023-05-19T13:18:00,0.11466666666666621,2.17775,2,"[166, 241]","[168, 243]",broken,282,2023-05-19T13:57:00,282,2023-05-19T13:57:00,False
up-170-241,up,close,170,2023-05-19T12:05:00,441.2,241,2023-05-19T13:16:00,444.15,243,2023-05-19T13:18:00,0.04154929577464773,2.206,2,"[170, 241]","[172, 243]",broken,282,2023-05-19T13:57:00,282,2023-05-19T13:57:00,False
up-241-249,up,close,241,2023-05-19T13:16:00,444.15,249,2023-05-19T13:24:00,456.85,251,2023-05-19T13:26:00,1.5875000000000057,2.22075,2,"[241, 249]","[243, 251]",broken,269,2023-05-19T13:44:00,269,2023-05-19T13:44:00,False
up-249-253,up,close,249,2023-05-19T13:24:00,456.85,253,2023-05-19T13:28:00,468.9,255,2023-05-19T13:30:00,3.0124999999999886,2.28425,2,"[249, 253]","[251, 255]",broken,257,2023-05-19T13:32:00,257,2023-05-19T13:32:00,False
up-249-258,up,close,249,2023-05-19T13:24:00,456.85,258,2023-05-19T13:33:00,476.0,260,2023-05-19T13:35:00,2.127777777777775,2.28425,2,"[249, 258]","[251, 260]",broken,267,2023-05-19T13:42:00,267,2023-05-19T13:42:00,False
up-253-258,up,close,253,2023-05-19T13:28:00,468.9,258,2023-05-19T13:33:00,476.0,260,2023-05-19T13:35:00,1.4200000000000046,2.3445,2,"[253, 258]","[255, 260]",broken,268,2023-05-19T13:43:00,268,2023-05-19T13:43:00,False
up-241-269,up,close,241,2023-05-19T13:16:00,444.15,269,2023-05-19T13:44:00,482.2,271,2023-05-19T13:46:00,1.358928571428572,2.22075,3,"[241, 249, 269]","[243, 251, 271]",broken,277,2023-05-19T13:52:00,277,2023-05-19T13:52:00,False
up-249-269,up,close,249,2023-05-19T13:24:00,456.85,269,2023-05-19T13:44:00,482.2,271,2023-05-19T13:46:00,1.2674999999999983,2.28425,2,"[249, 269]","[251, 271]",broken,277,2023-05-19T13:52:00,277,2023-05-19T13:52:00,False
up-253-269,up,close,253,2023-05-19T13:28:00,468.9,269,2023-05-19T13:44:00,482.2,271,2023-05-19T13:46:00,0.8312500000000007,2.3445,2,"[253, 269]","[255, 271]",broken,277,2023-05-19T13:52:00,277,2023-05-19T13:52:00,False
up-258-269,up,close,258,2023-05-19T13:33:00,476.0,269,2023-05-19T13:44:00,482.2,271,2023-05-19T13:46:00,0.5636363636363626,2.38,2,"[258, 269]","[260, 271]",broken,277,2023-05-19T13:52:00,277,2023-05-19T13:52:00,False
up-241-278,up,close,241,2023-05-19T13:16:00,444.15,278,2023-05-19T13:53:00,462.1,280,2023-05-19T13:55:00,0.48513513513513634,2.22075,2,"[241, 278]","[243, 280]",broken,281,2023-05-19T13:56:00,281,2023-05-19T13:56:00,False
up-249-278,up,close,249,2023-05-19T13:24:00,456.85,278,2023-05-19T13:53:00,462.1,280,2023-05-19T13:55:00,0.1810344827586207,2.28425,2,"[249, 278]","[251, 280]",broken,281,2023-05-19T13:56:00,281,2023-05-19T13:56:00,False
up-312-318,up,close,312,2023-05-19T14:27:00,355.5,318,2023-05-19T14:33:00,364.05,320,2023-05-19T14:35:00,1.4250000000000018,1.7775,2,"[312, 318]","[314, 320]",broken,321,2023-05-19T14:36:00,321,2023-05-19T14:36:00,False
up-333-342,up,close,333,2023-05-19T14:48:00,309.25,342,2023-05-19T14:57:00,314.8,344,2023-05-19T14:59:00,0.6166666666666679,1.54625,2,"[333, 342]","[335, 344]",broken,348,2023-05-19T15:03:00,348,2023-05-19T15:03:00,False
up-365-370,up,close,365,2023-05-19T15:20:00,247.15,370,2023-05-19T15:25:00,259.0,372,2023-05-19T15:27:00,2.3699999999999988,1.2357500000000001,2,"[365, 370]","[367, 372]",broken,373,2023-05-19T15:28:00,373,2023-05-19T15:28:00,False
down-6-9,down,close,6,2023-05-19T09:21:00,378.9,9,2023-05-19T09:24:00,362.35,11,2023-05-19T09:26:00,-5.5166666666666515,1.8944999999999999,2,"[6, 9]","[8, 11]",broken,14,2023-05-19T09:29:00,14,2023-05-19T09:29:00,False
down-9-17,down,close,9,2023-05-19T09:24:00,362.35,17,2023-05-19T09:32:00,358.6,19,2023-05-19T09:34:00,-0.46875,1.8117500000000002,2,"[9, 17]","[11, 19]",broken,21,2023-05-19T09:36:00,21,2023-05-19T09:36:00,False
down-50-55,down,close,50,2023-05-19T10:05:00,570.95,55,2023-05-19T10:10:00,567.6,57,2023-05-19T10:12:00,-0.6700000000000046,2.85475,2,"[50, 55]","[52, 57]",broken,86,2023-05-19T10:41:00,86,2023-05-19T10:41:00,False
down-55-65,down,close,55,2023-05-19T10:10:00,567.6,65,2023-05-19T10:20:00,536.0,67,2023-05-19T10:22:00,-3.1600000000000024,2.838,2,"[55, 65]","[57, 67]",broken,68,2023-05-19T10:23:00,68,2023-05-19T10:23:00,False
down-50-69,down,close,50,2023-05-19T10:05:00,570.95,69,2023-05-19T10:24:00,547.8,71,2023-05-19T10:26:00,-1.2184210526315837,2.85475,3,"[50, 55, 69]","[52, 57, 71]",broken,85,2023-05-19T10:40:00,85,2023-05-19T10:40:00,False
down-55-69,down,close,55,2023-05-19T10:10:00,567.6,69,2023-05-19T10:24:00,547.8,71,2023-05-19T10:26:00,-1.4142857142857193,2.838,2,"[55, 69]","[57, 71]",broken,85,2023-05-19T10:40:00,85,2023-05-19T10:40:00,False
down-50-86,down,close,50,2023-05-19T10:05:00,570.95,86,2023-05-19T10:41:00,554.7,88,2023-05-19T10:43:00,-0.4513888888888889,2.85475,3,"[50, 55, 86]","[52, 57, 88]",broken,197,2023-05-19T12:32:00,197,2023-05-19T12:32:00,False
down-55-86,down,close,55,2023-05-19T10:10:00,567.6,86,2023-05-19T10:41:00,554.7,88,2023-05-19T10:43:00,-0.4161290322580638,2.838,2,"[55, 86]","[57, 88]",broken,199,2023-05-19T12:34:00,199,2023-05-19T12:34:00,False
down-86-101,down,close,86,2023-05-19T10:41:00,554.7,101,2023-05-19T10:56:00,523.1,103,2023-05-19T10:58:00,-2.1066666666666682,2.7735000000000003,2,"[86, 101]","[88, 103]",broken,112,2023-05-19T11:07:00,112,2023-05-19T11:07:00,False
down-86-114,down,close,86,2023-05-19T10:41:00,554.7,114,2023-05-19T11:09:00,515.05,116,2023-05-19T11:11:00,-1.4160714285714318,2.7735000000000003,2,"[86, 114]","[88, 116]",broken,133,2023-05-19T11:28:00,133,2023-05-19T11:28:00,False
down-101-114,down,close,101,2023-05-19T10:56:00,523.1,114,2023-05-19T11:09:00,515.05,116,2023-05-19T11:11:00,-0.6192307692307745,2.6155,2,"[101, 114]","[103, 116]",broken,137,2023-05-19T11:32:00,137,2023-05-19T11:32:00,False
down-114-121,down,close,114,2023-05-19T11:09:00,515.05,121,2023-05-19T11:16:00,494.45,123,2023-05-19T11:18:00,-2.942857142857138,2.5752499999999996,2,"[114, 121]","[116, 123]",broken,131,2023-05-19T11:26:00,131,2023-05-19T11:26:00,False
down-86-137,down,close,86,2023-05-19T10:41:00,554.7,137,2023-05-19T11:32:00,512.6,139,2023-05-19T11:34:00,-0.8254901960784318,2.7735000000000003,2,"[86, 137]","[88, 139]",broken,142,2023-05-19T11:37:00,142,2023-05-19T11:37:00,False
down-101-137,down,close,101,2023-05-19T10:56:00,523.1,137,2023-05-19T11:32:00,512.6,139,2023-05-19T11:34:00,-0.2916666666666667,2.6155,3,"[101, 137, 142]","[103, 139, 144]",broken,197,2023-05-19T12:32:00,197,2023-05-19T12:32:00,False
down-114-137,down,close,114,2023-05-19T11:09:00,515.05,137,2023-05-19T11:32:00,512.6,139,2023-05-19T11:34:00,-0.10652173913043182,2.5752499999999996,3,"[114, 137, 142]","[116, 139, 144]",broken,197,2023-05-19T12:32:00,197,2023-05-19T12:32:00,False
down-86-142,down,close,86,2023-05-19T10:41:00,554.7,142,2023-05-19T11:37:00,513.4,144,2023-05-19T11:39:00,-0.7375000000000013,2.7735000000000003,2,"[86, 142]","[88, 144]",broken,188,2023-05-19T12:23:00,188,2023-05-19T12:23:00,False
down-101-142,down,close,101,2023-05-19T10:56:00,523.1,142,2023-05-19T11:37:00,513.4,144,2023-05-19T11:39:00,-0.23658536585365963,2.6155,3,"[101, 137, 142]","[103, 139, 144]",broken,197,2023-05-19T12:32:00,197,2023-05-19T12:32:00,False
down-114-142,down,close,114,2023-05-19T11:09:00,515.05,142,2023-05-19T11:37:00,513.4,144,2023-05-19T11:39:00,-0.058928571428570616,2.5752499999999996,3,"[114, 137, 142]","[116, 139, 144]",broken,199,2023-05-19T12:34:00,199,2023-05-19T12:34:00,False
down-142-148,down,close,142,2023-05-19T11:37:00,513.4,148,2023-05-19T11:43:00,498.4,150,2023-05-19T11:45:00,-2.5,2.5669999999999997,2,"[142, 148]","[144, 150]",broken,155,2023-05-19T11:50:00,155,2023-05-19T11:50:00,False
down-142-155,down,close,142,2023-05-19T11:37:00,513.4,155,2023-05-19T11:50:00,484.15,157,2023-05-19T11:52:00,-2.25,2.5669999999999997,4,"[142, 148, 155, 171]","[144, 150, 157, 173]",broken,174,2023-05-19T12:09:00,174,2023-05-19T12:09:00,False
down-148-155,down,close,148,2023-05-19T11:43:00,498.4,155,2023-05-19T11:50:00,484.15,157,2023-05-19T11:52:00,-2.0357142857142856,2.492,3,"[148, 155, 171]","[150, 157, 173]",broken,174,2023-05-19T12:09:00,174,2023-05-19T12:09:00,False
